315169	2721602
315169	24337278
315172	17705413
315172	38112999
315174	7752417
315174	10458742
315174	12205985
315174	27756318
315174	28559440
315174	41046932
315174	42591875
315174	45433468
315174	78189773
315183	62513411
315185	74779988
315185	79166012
315189	20486399
315189	35807447
315189	39450236
315189	45257972
315189	63313549
315189	71095288
315189	77413898
315193	20875063
315196	30161774
315196	79319457
315196	81210585
315206	2531016
315206	15313857
315206	73878497
315206	81067258
315210	12399463
315210	26817569
315210	71832020
315218	61577437
315219	46080443
315219	60687574
315223	25101378
315223	79447578
315223	80730789
315227	14880029
315234	26286592
315235	1733222
315235	11954042
315239	18364779
315239	63580122
315239	77781349
315239	82374117
315247	42614596
315247	71046741
315254	17160966
315254	19172205
315254	32046335
315254	40070071
315260	4168645
315263	5737296
315263	69002459
315269	308203
315269	32317702
315269	63031468
315273	4252972
315273	70207378
315275	34968861
315275	61237987
315276	26047661
315277	4617636
315277	10789353
315277	20341216
315277	22852595
315277	28913110
315277	37889289
315277	38123691
315277	49464639
315277	52899006
315277	56612914
315277	58232558
315277	69324260
315277	75977904
315277	78203775
315280	33603862
315280	82913905
315282	25717344
315282	68823811
315282	73768580
315286	62717459
315286	68257566
315287	19066081
315287	61037242
315290	35902730
315290	40760568
315297	2888019
315297	21929963
315297	77493635
315298	52308485
315298	56922365
315301	21160938
315304	5350736
315306	10601553
315309	16702219
315317	73805273
315321	34150829
315321	43021638
315321	50545732
315321	52958056
315321	57498669
315328	34169690
315328	41518390
315328	55655581
315328	66724820
315328	72952783
315328	75904296
315329	15426764
315329	68449930
315330	76841246
315336	4649104
315336	35366355
315336	40422401
315336	56024304
315336	62900856
315343	30790892
315343	69993256
315345	14569581
315356	5901592
315369	3490735
315369	39243406
315369	46116546
315371	22332237
315371	80110047
315371	84813259
315376	82750829
315379	28192106
315379	33072003
315379	54997087
315379	59496648
315379	63391530
315379	80123353
315381	48572916
315385	43025824
315388	77030460
315389	20451216
315389	49335502
315395	74970033
315397	70120936
315401	26571614
315401	59660163
315405	10703184
315405	21674313
315405	39995301
315406	68854438
315409	84793818
315410	1106954
315410	29539260
315413	20769633
315413	25912436
315413	30582310
315413	45396557
315413	58549852
315413	61513179
315413	70685055
315413	76194152
315413	78968172
315417	58075213
315423	2457621
315423	6405711
315423	57033434
315425	13577448
315425	46998850
315427	115788
315427	35515845
315429	59224521
315429	62063407
315429	65283010
315432	46482280
315434	5903006
315442	43449862
315455	16147635
315455	42261392
315455	56055879
315455	70533357
315455	77085891
315455	85466527
315456	66455289
315458	78583240
315463	31167608
315463	39716952
315463	42351710
315463	68261114
315463	74808184
315463	80312693
315469	24604398
315483	53215426
315486	4402288
315486	11598486
315486	38875205
315488	46888185
315490	58305250
315491	5919081
315491	15955205
315491	20069675
315491	39084990
315491	67360263
315491	79969995
315491	85959480
315494	74170147
315496	2034815
315496	3483616
315496	4733037
315496	12187177
315496	20053578
315496	34019044
315496	36547503
315496	36729904
315496	40249402
315496	50870849
315496	68783048
315502	3459907
315502	3756819
315502	16500354
315502	45327684
315502	66786014
315506	25573194
315515	3716143
315515	13820699
315519	9924414
315520	13843599
315521	10158064
315521	25024665
315537	16172543
315537	53631530
315537	59933742
315540	2765233
315540	3363249
315540	40111448
315540	54020042
315540	66365941
315540	75685719
315541	20858220
315545	10936456
315549	45079468
315549	50961253
315549	56151813
315549	67920586
315549	75804439
315551	14204798
315551	24348324
315555	15200242
315555	16886965
315555	24545342
315555	56251202
315555	62140533
315562	2387926
315562	71205250
315562	79711207
315562	81890265
315569	1228814
315569	23202763
315569	33210303
315569	44073374
315571	62992393
315575	31035656
315575	44607769
315575	47683473
315578	30971487
315578	52951649
315583	804454
315583	47582934
315583	63246037
315588	21379333
315588	79596832
315590	29398158
315590	68730057
315591	254934
315591	24673078
315591	29707934
315591	53811176
315591	78315304
315609	12066437
315609	16596169
315609	25319146
315609	37405896
315609	41961856
315609	50025319
315609	61077203
315610	15647377
315610	22397975
315610	58207550
315610	63935167
315611	32543876
315618	27620580
315621	16812393
315621	79217021
315622	5094931
315622	9362086
315622	66489385
315622	72730027
315622	84638475
315633	2743908
315633	22546790
315633	40614409
315633	78943340
315643	57881563
315656	39229486
315677	5922719
315677	19257371
315677	20654544
315677	55093194
315677	83215798
315677	84895246
315681	23779319
315681	66373289
315683	15942922
315683	19581112
315683	29963751
315685	43080871
315686	19240225
315688	16565958
315689	70747679
315689	85758226
315691	59184720
315701	29755509
315721	9151211
315727	1575539
315727	3102084
315730	20639550
315730	41457338
315730	44339390
315730	49937864
315730	54044176
315730	64491234
315730	66953128
315730	67256705
315730	71517677
315730	72138301
315730	72548085
315730	72630878
315730	82369662
315730	85400635
315733	50349516
315735	74738350
315735	76109683
315739	53622168
315742	14872906
315753	82517809
315755	25644103
315755	40603445
315755	42266772
315755	68514738
315759	26757567
315759	55251807
315768	33928806
315768	37758913
315768	47871422
315772	10873480
315772	36885636
315775	11476613
315775	31842141
315775	57151086
315775	62927581
315776	44297310
315787	38170991
315787	68875133
315796	53715656
315796	79212737
315799	6762676
315799	72220921
315803	17354386
315803	46566079
315803	52477913
315803	60603552
315805	12512694
315807	64187138
315810	5167473
315810	5337817
315810	10942069
315810	47297541
315810	77810980
315810	79440592
315817	10544050
315817	19828612
315817	39340291
315817	53800211
315817	64466649
315817	80189715
315820	2561292
315820	21420518
315820	42154943
315820	42563731
315820	56451845
315820	67992786
315820	78537767
315831	2999892
315831	77626650
315831	81438932
315839	100231
315839	2920959
315839	17175905
315839	29338078
315839	35139920
315839	49559946
315839	51132842
315839	57703893
315839	67857725
315839	68908159
315839	81807249
315847	79029974
315853	39881570
315855	6225978
315855	26346308
315877	80377165
315883	10938494
315883	28058496
315883	41100281
315886	28694716
315886	60565201
315886	62797232
315886	67064282
315887	41848138
315915	9602883
315915	14875493
315915	15411370
315916	38655101
315920	4166292
315920	32469515
315920	48688489
315920	76347392
315921	8088590
315921	37132401
315921	48645876
315921	53590472
315921	54756134
315921	61602061
315921	61860106
315921	64960485
315921	66681375
315922	12839486
315923	1565644
315923	27744344
315923	38129549
315927	5547919
315927	15415460
315927	70875841
315933	48980112
315933	83977865
315937	36671935
315937	48296084
315937	56763297
315939	3524163
315939	6737932
315939	53364461
315939	61421507
315939	81899221
315939	81951628
315941	24395746
315941	79624161
315941	79728336
315944	20946619
315944	27396832
315945	39928447
315945	71971794
315945	81844555
315945	84122016
315947	21091543
315947	21877813
315948	25595597
315948	27311256
315948	50449176
315961	15057501
315961	49859506
315961	75027842
315962	43583257
315963	37788725
315963	66773017
315967	57152275
315968	26116326
315978	31664525
315978	34354986
315981	16798265
315981	37381457
315981	51280310
315981	66816338
315981	70292614
315986	12623018
315986	16479220
315986	41092076
315986	60704136
315986	69839463
315986	73162900
315986	76388812
315990	54347523
315991	17108490
315992	557852
315992	55167136
315992	59936784
315992	71769219
315994	25188311
316002	5172852
316002	38853177
316003	2336831
316003	7865459
316003	74718772
316006	33266302
316006	65094589
316008	11929414
316008	45791373
316009	12471775
316009	18036341
316009	37496469
316009	48148369
316012	24240026
316012	27966371
316012	28052434
316014	5291855
316014	40768085
316014	71478374
316014	73628280
316016	20216148
316016	82925181
316017	42203569
316017	61142083
316029	13573217
316029	19031842
316029	85273479
316030	38195381
316030	38699260
316030	61684529
316031	1436705
316031	23196643
316034	26113762
316036	61593349
316036	77722241
316037	36475864
316037	39747508
316037	51441167
316039	14735293
316039	15867186
316039	19388779
316039	62820160
316039	70256756
316039	80534355
316039	81226407
316039	82169774
316041	67598777
316044	21957783
316044	84718662
316045	1791806
316045	67254175
316045	82176555
316046	5275326
316046	11046171
316046	71248862
316053	6314680
316053	44088295
316053	61555271
316053	73648104
316053	83535076
316054	19514929
316054	49009089
316055	10205763
316055	11075751
316055	31216117
316055	50999087
316055	51039002
316055	68785777
316057	1571609
316057	59937085
316062	12725322
316070	19523463
316070	19630672
316070	40061677
316077	61023018
316078	21673505
316078	26474862
316084	25746459
316084	42290704
316085	19950082
316088	77276184
316102	40323795
316107	82530774
316107	84365670
316112	8568656
316112	39900331
316112	72929216
316112	83720546
316117	13203715
316117	34379984
316117	52716280
316117	74771906
316127	35553489
316138	24794822
316147	78919913
316160	12319291
316160	15406551
316160	67626936
316160	68577569
316160	78870940
316160	84386167
316162	16998809
316162	68797795
316164	4696836
316164	19602897
316165	66438248
316165	85724889
316177	27844013
316177	58815059
316177	66009081
316177	68934362
316179	22287373
316179	53130888
316179	73081352
316179	83630024
316180	16482811
316180	46156343
316180	48564466
316180	65286056
316180	68606633
316180	74673546
316180	78206453
316181	30912629
316181	43035717
316181	53900646
316181	58457811
316181	79644677
316184	6101519
316200	43462056
316202	33384393
316202	82564665
316208	5229861
316208	25659803
316210	57657872
316210	66988190
316212	14885368
316214	60662545
316215	67086698
316215	77124289
316232	50314260
316232	50863327
316232	62643528
316232	84853164
316235	84812483
316241	13996324
316241	25360190
316241	55253949
316241	60768218
316245	16556747
316246	23962418
316247	1119830
316247	2776177
316247	49416420
316247	56802512
316247	78561299
316248	71232496
316255	26420627
316255	36891681
316255	70908419
316255	72796278
316255	74219384
316255	74596206
316255	80452747
316258	70855349
316258	81071796
316265	64283316
316276	67570327
316277	67185215
316284	18748696
316284	21882464
316284	48714911
316293	11806117
316293	39405270
316293	44759755
316296	2840158
316296	8673872
316296	50178452
316297	506395
316297	48049288
316304	31155838
316308	9125069
316308	14340402
